language,en-US,AAPL
twoHundredDayAverageChange,-42.903458,BABA
twoHundredDayAverageChangePercent,-0.25467515,BABA
marketCap,340381859840,BABA
forwardPE,13.692475,BABA
priceToBook,0.3514822,BABA
sourceInterval,15,BABA
exchangeDataDelayedBy,0,BABA
pageViewGrowthWeekly,-0.37876195,BABA
averageAnalystRating,2.0 - Buy,BABA
tradeable,False,BABA
firstTradeDateMilliseconds,1411133400000,BABA
priceHint,2,BABA
postMarketChangePercent,0.12743203,BABA
postMarketTime,1645051792,BABA
postMarketPrice,125.72,BABA
postMarketChange,0.16000366,BABA
regularMarketChange,-0.68,BABA
regularMarketChangePercent,-0.538657,BABA
regularMarketTime,1645045242,BABA
regularMarketPrice,125.56,BABA
regularMarketDayHigh,127.58,BABA
regularMarketDayRange,124.56 - 127.58,BABA
regularMarketDayLow,124.56,BABA
regularMarketVolume,10109137,BABA
regularMarketPreviousClose,126.24,BABA
bid,125.6,BABA
ask,125.7,BABA
bidSize,8,BABA
askSize,10,BABA
fullExchangeName,NYSE,BABA
financialCurrency,CNY,BABA
regularMarketOpen,125.61,BABA
averageDailyVolume3Month,24343908,BABA
averageDailyVolume10Day,17115990,BABA
fiftyTwoWeekLowChange,16.86,BABA
fiftyTwoWeekLowChangePercent,0.1551058,BABA
fiftyTwoWeekRange,108.7 - 272.316,BABA
fiftyTwoWeekHighChange,-146.75601,BABA
exchange,NYQ,BABA
shortName,Alibaba Group Holding Limited,BABA
longName,Alibaba Group Holding Limited,BABA
messageBoardId,finmb_42083601,BABA
exchangeTimezoneName,America/New_York,BABA
exchangeTimezoneShortName,EST,BABA
gmtOffSetMilliseconds,-18000000,BABA
market,us_market,BABA
esgPopulated,False,BABA
marketState,POST,BABA
displayName,Alibaba Group Holding,BABA
symbol,BABA,BABA
language,en-US,BAR
region,US,BAR
quoteType,ETF,BAR
quoteSourceName,Delayed Quote,BAR
triggerable,True,BAR
currency,USD,BAR
longName,GraniteShares Gold Trust,BAR
messageBoardId,finmb_529504035,BAR
exchangeTimezoneName,America/New_York,BAR
exchangeTimezoneShortName,EST,BAR
